order,name,type,isnumeric,format,vallab,varlab
508,hc01_est_vc66,strL,0,%9s,,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING PO
509,hc01_moe_vc66,strL,0,%9s,,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLO
510,hc02_est_vc66,strL,0,%9s,,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME 
511,hc02_moe_vc66,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH 
512,hc03_est_vc66,strL,0,%9s,,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE F
513,hc03_moe_vc66,strL,0,%9s,,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELO
514,hc04_est_vc66,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES W
515,hc04_moe_vc66,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAM
516,hc05_est_vc66,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INC"
517,hc05_moe_vc66,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES W"
518,hc06_est_vc66,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
519,hc06_moe_vc66,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
520,hc01_est_vc67,strL,0,%9s,,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING PO
521,hc01_moe_vc67,strL,0,%9s,,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLO
522,hc02_est_vc67,strL,0,%9s,,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME 
523,hc02_moe_vc67,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH 
524,hc03_est_vc67,strL,0,%9s,,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE F
525,hc03_moe_vc67,strL,0,%9s,,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELO
526,hc04_est_vc67,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES W
527,hc04_moe_vc67,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAM
528,hc05_est_vc67,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INC"
529,hc05_moe_vc67,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES W"
530,hc06_est_vc67,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
531,hc06_moe_vc67,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
532,hc01_est_vc68,strL,0,%9s,,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING PO
533,hc01_moe_vc68,strL,0,%9s,,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLO
534,hc02_est_vc68,strL,0,%9s,,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME 
535,hc02_moe_vc68,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH 
536,hc03_est_vc68,strL,0,%9s,,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE F
537,hc03_moe_vc68,strL,0,%9s,,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELO
538,hc04_est_vc68,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES W
539,hc04_moe_vc68,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAM
540,hc05_est_vc68,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INC"
541,hc05_moe_vc68,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES W"
542,hc06_est_vc68,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
543,hc06_moe_vc68,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
544,hc01_est_vc69,strL,0,%9s,,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING PO
545,hc01_moe_vc69,strL,0,%9s,,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLO
546,hc02_est_vc69,strL,0,%9s,,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME 
547,hc02_moe_vc69,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH 
548,hc03_est_vc69,strL,0,%9s,,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE F
549,hc03_moe_vc69,strL,0,%9s,,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELO
550,hc04_est_vc69,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES W
551,hc04_moe_vc69,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAM
552,hc05_est_vc69,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INC"
553,hc05_moe_vc69,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES W"
554,hc06_est_vc69,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
555,hc06_moe_vc69,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
556,hc01_est_vc70,strL,0,%9s,,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING PO
557,hc01_moe_vc70,strL,0,%9s,,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLO
558,hc02_est_vc70,strL,0,%9s,,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME 
559,hc02_moe_vc70,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH 
560,hc03_est_vc70,strL,0,%9s,,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE F
561,hc03_moe_vc70,strL,0,%9s,,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELO
562,hc04_est_vc70,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES W
563,hc04_moe_vc70,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAM
564,hc05_est_vc70,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INC"
565,hc05_moe_vc70,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES W"
566,hc06_est_vc70,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
567,hc06_moe_vc70,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
568,hc01_est_vc71,strL,0,%9s,,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING PO
569,hc01_moe_vc71,strL,0,%9s,,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLO
570,hc02_est_vc71,strL,0,%9s,,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME 
571,hc02_moe_vc71,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH 
572,hc03_est_vc71,strL,0,%9s,,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE F
573,hc03_moe_vc71,strL,0,%9s,,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELO
574,hc04_est_vc71,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES W
575,hc04_moe_vc71,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAM
576,hc05_est_vc71,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INC"
577,hc05_moe_vc71,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES W"
578,hc06_est_vc71,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
579,hc06_moe_vc71,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
580,hc01_est_vc72,strL,0,%9s,,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING PO
581,hc01_moe_vc72,strL,0,%9s,,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLO
582,hc02_est_vc72,strL,0,%9s,,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME 
583,hc02_moe_vc72,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH 
584,hc03_est_vc72,strL,0,%9s,,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE F
585,hc03_moe_vc72,strL,0,%9s,,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELO
586,hc04_est_vc72,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES W
587,hc04_moe_vc72,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAM
588,hc05_est_vc72,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INC"
589,hc05_moe_vc72,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES W"
590,hc06_est_vc72,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
591,hc06_moe_vc72,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
592,hc01_est_vc73,strL,0,%9s,,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING PO
593,hc01_moe_vc73,strL,0,%9s,,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLO
594,hc02_est_vc73,strL,0,%9s,,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME 
595,hc02_moe_vc73,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH 
596,hc03_est_vc73,strL,0,%9s,,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE F
597,hc03_moe_vc73,strL,0,%9s,,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELO
598,hc04_est_vc73,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES W
599,hc04_moe_vc73,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAM
600,hc05_est_vc73,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INC"
601,hc05_moe_vc73,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES W"
602,hc06_est_vc73,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
603,hc06_moe_vc73,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
